t, c	M(t), נאה	E(t), נאה	Theta(t), נאה	Vp, (ךל/ס)	Vr, (ךל/c)	V, (ךלc)	r (ךל)
2572	2.90257	2.9027	2.90282	7.6583	0.000934191	7.6583	6792.9
2573	2.9037	2.90382	2.90394	7.6583	0.000929864	7.6583	6792.9
2574	2.90483	2.90495	2.90507	7.6583	0.000925535	7.6583	6792.9
2575	2.90596	2.90608	2.9062	7.6583	0.000921205	7.6583	6792.9
2576	2.90709	2.90721	2.90733	7.6583	0.000916875	7.6583	6792.9
2577	2.90822	2.90833	2.90845	7.6583	0.000912543	7.6583	6792.91
2578	2.90934	2.90946	2.90958	7.6583	0.00090821	7.6583	6792.91
2579	2.91047	2.91059	2.91071	7.65829	0.000903875	7.65829	6792.91
2580	2.9116	2.91172	2.91184	7.65829	0.00089954	7.65829	6792.91
2581	2.91273	2.91285	2.91296	7.65829	0.000895203	7.65829	6792.91
2582	2.91386	2.91397	2.91409	7.65829	0.000890865	7.65829	6792.91
2583	2.91499	2.9151	2.91522	7.65829	0.000886527	7.65829	6792.91
2584	2.91612	2.91623	2.91635	7.65829	0.000882187	7.65829	6792.91
2585	2.91724	2.91736	2.91747	7.65829	0.000877845	7.65829	6792.91
2586	2.91837	2.91849	2.9186	7.65829	0.000873503	7.65829	6792.91
2587	2.9195	2.91961	2.91973	7.65829	0.00086916	7.65829	6792.91
2588	2.92063	2.92074	2.92086	7.65829	0.000864816	7.65829	6792.91
2589	2.92176	2.92187	2.92198	7.65828	0.00086047	7.65828	6792.92
2590	2.92289	2.923	2.92311	7.65828	0.000856123	7.65828	6792.92
2591	2.92402	2.92413	2.92424	7.65828	0.000851776	7.65828	6792.92
2592	2.92514	2.92525	2.92536	7.65828	0.000847427	7.65828	6792.92
2593	2.92627	2.92638	2.92649	7.65828	0.000843077	7.65828	6792.92
2594	2.9274	2.92751	2.92762	7.65828	0.000838726	7.65828	6792.92
2595	2.92853	2.92864	2.92875	7.65828	0.000834374	7.65828	6792.92
2596	2.92966	2.92977	2.92987	7.65828	0.000830021	7.65828	6792.92
2597	2.93079	2.93089	2.931	7.65828	0.000825667	7.65828	6792.92
2598	2.93191	2.93202	2.93213	7.65828	0.000821312	7.65828	6792.92
2599	2.93304	2.93315	2.93326	7.65827	0.000816955	7.65828	6792.92
2600	2.93417	2.93428	2.93438	7.65827	0.000812598	7.65827	6792.93
2601	2.9353	2.93541	2.93551	7.65827	0.00080824	7.65827	6792.93
2602	2.93643	2.93653	2.93664	7.65827	0.000803881	7.65827	6792.93
2603	2.93756	2.93766	2.93777	7.65827	0.00079952	7.65827	6792.93
2604	2.93869	2.93879	2.93889	7.65827	0.000795159	7.65827	6792.93
2605	2.93981	2.93992	2.94002	7.65827	0.000790797	7.65827	6792.93
2606	2.94094	2.94105	2.94115	7.65827	0.000786433	7.65827	6792.93
2607	2.94207	2.94217	2.94228	7.65827	0.000782069	7.65827	6792.93
2608	2.9432	2.9433	2.9434	7.65827	0.000777704	7.65827	6792.93
2609	2.94433	2.94443	2.94453	7.65827	0.000773337	7.65827	6792.93
2610	2.94546	2.94556	2.94566	7.65827	0.00076897	7.65827	6792.93
2611	2.94659	2.94669	2.94679	7.65826	0.000764602	7.65826	6792.93
2612	2.94771	2.94781	2.94791	7.65826	0.000760232	7.65826	6792.93
2613	2.94884	2.94894	2.94904	7.65826	0.000755862	7.65826	6792.94
2614	2.94997	2.95007	2.95017	7.65826	0.000751491	7.65826	6792.94
2615	2.9511	2.9512	2.95129	7.65826	0.000747119	7.65826	6792.94
2616	2.95223	2.95233	2.95242	7.65826	0.000742746	7.65826	6792.94
2617	2.95336	2.95345	2.95355	7.65826	0.000738372	7.65826	6792.94
2618	2.95449	2.95458	2.95468	7.65826	0.000733997	7.65826	6792.94
2619	2.95561	2.95571	2.9558	7.65826	0.000729621	7.65826	6792.94
2620	2.95674	2.95684	2.95693	7.65826	0.000725244	7.65826	6792.94
2621	2.95787	2.95797	2.95806	7.65826	0.000720866	7.65826	6792.94
2622	2.959	2.95909	2.95919	7.65826	0.000716488	7.65826	6792.94
2623	2.96013	2.96022	2.96031	7.65825	0.000712108	7.65825	6792.94
2624	2.96126	2.96135	2.96144	7.65825	0.000707728	7.65825	6792.94
2625	2.96239	2.96248	2.96257	7.65825	0.000703346	7.65825	6792.94
2626	2.96351	2.9636	2.9637	7.65825	0.000698964	7.65825	6792.94
2627	2.96464	2.96473	2.96482	7.65825	0.000694581	7.65825	6792.95
2628	2.96577	2.96586	2.96595	7.65825	0.000690197	7.65825	6792.95
2629	2.9669	2.96699	2.96708	7.65825	0.000685812	7.65825	6792.95
2630	2.96803	2.96812	2.96821	7.65825	0.000681426	7.65825	6792.95
2631	2.96916	2.96924	2.96933	7.65825	0.000677039	7.65825	6792.95
2632	2.97028	2.97037	2.97046	7.65825	0.000672652	7.65825	6792.95
2633	2.97141	2.9715	2.97159	7.65825	0.000668263	7.65825	6792.95
2634	2.97254	2.97263	2.97272	7.65825	0.000663874	7.65825	6792.95
2635	2.97367	2.97376	2.97384	7.65824	0.000659484	7.65825	6792.95
2636	2.9748	2.97488	2.97497	7.65824	0.000655093	7.65824	6792.95
2637	2.97593	2.97601	2.9761	7.65824	0.000650702	7.65824	6792.95
2638	2.97706	2.97714	2.97722	7.65824	0.000646309	7.65824	6792.95
2639	2.97818	2.97827	2.97835	7.65824	0.000641916	7.65824	6792.95
2640	2.97931	2.9794	2.97948	7.65824	0.000637521	7.65824	6792.95
2641	2.98044	2.98052	2.98061	7.65824	0.000633126	7.65824	6792.95
2642	2.98157	2.98165	2.98173	7.65824	0.000628731	7.65824	6792.96
2643	2.9827	2.98278	2.98286	7.65824	0.000624334	7.65824	6792.96
2644	2.98383	2.98391	2.98399	7.65824	0.000619937	7.65824	6792.96
2645	2.98496	2.98504	2.98512	7.65824	0.000615538	7.65824	6792.96
2646	2.98608	2.98616	2.98624	7.65824	0.00061114	7.65824	6792.96
2647	2.98721	2.98729	2.98737	7.65824	0.00060674	7.65824	6792.96
2648	2.98834	2.98842	2.9885	7.65824	0.000602339	7.65824	6792.96
2649	2.98947	2.98955	2.98963	7.65824	0.000597938	7.65824	6792.96
2650	2.9906	2.99068	2.99075	7.65823	0.000593536	7.65823	6792.96
2651	2.99173	2.9918	2.99188	7.65823	0.000589133	7.65823	6792.96
2652	2.99286	2.99293	2.99301	7.65823	0.00058473	7.65823	6792.96
2653	2.99398	2.99406	2.99414	7.65823	0.000580325	7.65823	6792.96
2654	2.99511	2.99519	2.99526	7.65823	0.00057592	7.65823	6792.96
2655	2.99624	2.99632	2.99639	7.65823	0.000571515	7.65823	6792.96
2656	2.99737	2.99744	2.99752	7.65823	0.000567108	7.65823	6792.96
2657	2.9985	2.99857	2.99864	7.65823	0.000562701	7.65823	6792.96
2658	2.99963	2.9997	2.99977	7.65823	0.000558293	7.65823	6792.96
2659	3.00075	3.00083	3.0009	7.65823	0.000553884	7.65823	6792.97
2660	3.00188	3.00196	3.00203	7.65823	0.000549475	7.65823	6792.97
2661	3.00301	3.00308	3.00315	7.65823	0.000545065	7.65823	6792.97
2662	3.00414	3.00421	3.00428	7.65823	0.000540654	7.65823	6792.97
2663	3.00527	3.00534	3.00541	7.65823	0.000536243	7.65823	6792.97
2664	3.0064	3.00647	3.00654	7.65823	0.000531831	7.65823	6792.97
2665	3.00753	3.0076	3.00766	7.65822	0.000527418	7.65822	6792.97
2666	3.00865	3.00872	3.00879	7.65822	0.000523005	7.65822	6792.97
2667	3.00978	3.00985	3.00992	7.65822	0.000518591	7.65822	6792.97
2668	3.01091	3.01098	3.01105	7.65822	0.000514176	7.65822	6792.97
2669	3.01204	3.01211	3.01217	7.65822	0.000509761	7.65822	6792.97
2670	3.01317	3.01323	3.0133	7.65822	0.000505345	7.65822	6792.97
2671	3.0143	3.01436	3.01443	7.65822	0.000500928	7.65822	6792.97
2672	3.01543	3.01549	3.01556	7.65822	0.000496511	7.65822	6792.97
2673	3.01655	3.01662	3.01668	7.65822	0.000492093	7.65822	6792.97
2674	3.01768	3.01775	3.01781	7.65822	0.000487674	7.65822	6792.97
2675	3.01881	3.01887	3.01894	7.65822	0.000483255	7.65822	6792.97
2676	3.01994	3.02	3.02006	7.65822	0.000478835	7.65822	6792.97
2677	3.02107	3.02113	3.02119	7.65822	0.000474415	7.65822	6792.97
2678	3.0222	3.02226	3.02232	7.65822	0.000469994	7.65822	6792.98
2679	3.02333	3.02339	3.02345	7.65822	0.000465572	7.65822	6792.98
2680	3.02445	3.02451	3.02457	7.65822	0.00046115	7.65822	6792.98
2681	3.02558	3.02564	3.0257	7.65822	0.000456727	7.65822	6792.98
2682	3.02671	3.02677	3.02683	7.65822	0.000452304	7.65822	6792.98
2683	3.02784	3.0279	3.02796	7.65822	0.00044788	7.65822	6792.98
2684	3.02897	3.02903	3.02908	7.65821	0.000443455	7.65821	6792.98
2685	3.0301	3.03015	3.03021	7.65821	0.00043903	7.65821	6792.98
2686	3.03123	3.03128	3.03134	7.65821	0.000434604	7.65821	6792.98
2687	3.03235	3.03241	3.03247	7.65821	0.000430178	7.65821	6792.98
2688	3.03348	3.03354	3.03359	7.65821	0.000425752	7.65821	6792.98
2689	3.03461	3.03467	3.03472	7.65821	0.000421324	7.65821	6792.98
2690	3.03574	3.03579	3.03585	7.65821	0.000416896	7.65821	6792.98
2691	3.03687	3.03692	3.03698	7.65821	0.000412468	7.65821	6792.98
2692	3.038	3.03805	3.0381	7.65821	0.000408039	7.65821	6792.98
2693	3.03912	3.03918	3.03923	7.65821	0.00040361	7.65821	6792.98
2694	3.04025	3.04031	3.04036	7.65821	0.00039918	7.65821	6792.98
2695	3.04138	3.04143	3.04149	7.65821	0.00039475	7.65821	6792.98
2696	3.04251	3.04256	3.04261	7.65821	0.000390319	7.65821	6792.98
2697	3.04364	3.04369	3.04374	7.65821	0.000385887	7.65821	6792.98
2698	3.04477	3.04482	3.04487	7.65821	0.000381455	7.65821	6792.98
2699	3.0459	3.04595	3.04599	7.65821	0.000377023	7.65821	6792.98
2700	3.04702	3.04707	3.04712	7.65821	0.00037259	7.65821	6792.98
2701	3.04815	3.0482	3.04825	7.65821	0.000368157	7.65821	6792.98
2702	3.04928	3.04933	3.04938	7.65821	0.000363723	7.65821	6792.99
2703	3.05041	3.05046	3.0505	7.65821	0.000359289	7.65821	6792.99
2704	3.05154	3.05159	3.05163	7.65821	0.000354854	7.65821	6792.99
2705	3.05267	3.05271	3.05276	7.65821	0.000350419	7.65821	6792.99
2706	3.0538	3.05384	3.05389	7.6582	0.000345983	7.6582	6792.99
2707	3.05492	3.05497	3.05501	7.6582	0.000341547	7.6582	6792.99
2708	3.05605	3.0561	3.05614	7.6582	0.000337111	7.6582	6792.99
2709	3.05718	3.05722	3.05727	7.6582	0.000332674	7.6582	6792.99
2710	3.05831	3.05835	3.0584	7.6582	0.000328237	7.6582	6792.99
2711	3.05944	3.05948	3.05952	7.6582	0.000323799	7.6582	6792.99
2712	3.06057	3.06061	3.06065	7.6582	0.000319361	7.6582	6792.99
2713	3.0617	3.06174	3.06178	7.6582	0.000314922	7.6582	6792.99
2714	3.06282	3.06286	3.06291	7.6582	0.000310483	7.6582	6792.99
2715	3.06395	3.06399	3.06403	7.6582	0.000306044	7.6582	6792.99
2716	3.06508	3.06512	3.06516	7.6582	0.000301604	7.6582	6792.99
2717	3.06621	3.06625	3.06629	7.6582	0.000297164	7.6582	6792.99
2718	3.06734	3.06738	3.06741	7.6582	0.000292724	7.6582	6792.99
2719	3.06847	3.0685	3.06854	7.6582	0.000288283	7.6582	6792.99
2720	3.0696	3.06963	3.06967	7.6582	0.000283841	7.6582	6792.99
2721	3.07072	3.07076	3.0708	7.6582	0.0002794	7.6582	6792.99
2722	3.07185	3.07189	3.07192	7.6582	0.000274958	7.6582	6792.99
2723	3.07298	3.07302	3.07305	7.6582	0.000270516	7.6582	6792.99
2724	3.07411	3.07414	3.07418	7.6582	0.000266073	7.6582	6792.99
2725	3.07524	3.07527	3.07531	7.6582	0.00026163	7.6582	6792.99
2726	3.07637	3.0764	3.07643	7.6582	0.000257187	7.6582	6792.99
2727	3.07749	3.07753	3.07756	7.6582	0.000252743	7.6582	6792.99
2728	3.07862	3.07866	3.07869	7.6582	0.000248299	7.6582	6792.99
2729	3.07975	3.07978	3.07982	7.6582	0.000243855	7.6582	6792.99
2730	3.08088	3.08091	3.08094	7.6582	0.00023941	7.6582	6792.99
2731	3.08201	3.08204	3.08207	7.6582	0.000234965	7.6582	6792.99
2732	3.08314	3.08317	3.0832	7.6582	0.00023052	7.6582	6792.99
2733	3.08427	3.0843	3.08433	7.6582	0.000226075	7.6582	6792.99
2734	3.08539	3.08542	3.08545	7.6582	0.000221629	7.6582	6792.99
2735	3.08652	3.08655	3.08658	7.6582	0.000217183	7.6582	6792.99
2736	3.08765	3.08768	3.08771	7.6582	0.000212736	7.6582	6792.99
2737	3.08878	3.08881	3.08883	7.6582	0.00020829	7.6582	6793
2738	3.08991	3.08994	3.08996	7.65819	0.000203843	7.65819	6793
2739	3.09104	3.09106	3.09109	7.65819	0.000199396	7.65819	6793
2740	3.09217	3.09219	3.09222	7.65819	0.000194949	7.65819	6793
2741	3.09329	3.09332	3.09334	7.65819	0.000190501	7.65819	6793
2742	3.09442	3.09445	3.09447	7.65819	0.000186053	7.65819	6793
2743	3.09555	3.09558	3.0956	7.65819	0.000181605	7.65819	6793
2744	3.09668	3.0967	3.09673	7.65819	0.000177157	7.65819	6793
2745	3.09781	3.09783	3.09785	7.65819	0.000172708	7.65819	6793
2746	3.09894	3.09896	3.09898	7.65819	0.000168259	7.65819	6793
2747	3.10007	3.10009	3.10011	7.65819	0.00016381	7.65819	6793
2748	3.10119	3.10121	3.10124	7.65819	0.000159361	7.65819	6793
2749	3.10232	3.10234	3.10236	7.65819	0.000154912	7.65819	6793
2750	3.10345	3.10347	3.10349	7.65819	0.000150462	7.65819	6793
2751	3.10458	3.1046	3.10462	7.65819	0.000146012	7.65819	6793
2752	3.10571	3.10573	3.10575	7.65819	0.000141562	7.65819	6793
2753	3.10684	3.10685	3.10687	7.65819	0.000137112	7.65819	6793
2754	3.10797	3.10798	3.108	7.65819	0.000132662	7.65819	6793
2755	3.10909	3.10911	3.10913	7.65819	0.000128211	7.65819	6793
2756	3.11022	3.11024	3.11025	7.65819	0.000123761	7.65819	6793
2757	3.11135	3.11137	3.11138	7.65819	0.00011931	7.65819	6793
2758	3.11248	3.11249	3.11251	7.65819	0.000114859	7.65819	6793
2759	3.11361	3.11362	3.11364	7.65819	0.000110408	7.65819	6793
2760	3.11474	3.11475	3.11476	7.65819	0.000105957	7.65819	6793
2761	3.11586	3.11588	3.11589	7.65819	0.000101505	7.65819	6793
2762	3.11699	3.11701	3.11702	7.65819	9.70537e-05	7.65819	6793
2763	3.11812	3.11813	3.11815	7.65819	9.26021e-05	7.65819	6793
2764	3.11925	3.11926	3.11927	7.65819	8.81503e-05	7.65819	6793
2765	3.12038	3.12039	3.1204	7.65819	8.36984e-05	7.65819	6793
2766	3.12151	3.12152	3.12153	7.65819	7.92465e-05	7.65819	6793
2767	3.12264	3.12265	3.12266	7.65819	7.47944e-05	7.65819	6793
2768	3.12376	3.12377	3.12378	7.65819	7.03422e-05	7.65819	6793
2769	3.12489	3.1249	3.12491	7.65819	6.589e-05	7.65819	6793
2770	3.12602	3.12603	3.12604	7.65819	6.14376e-05	7.65819	6793
2771	3.12715	3.12716	3.12716	7.65819	5.69852e-05	7.65819	6793
2772	3.12828	3.12829	3.12829	7.65819	5.25327e-05	7.65819	6793
2773	3.12941	3.12941	3.12942	7.65819	4.80802e-05	7.65819	6793
2774	3.13054	3.13054	3.13055	7.65819	4.36275e-05	7.65819	6793
2775	3.13166	3.13167	3.13167	7.65819	3.91749e-05	7.65819	6793
2776	3.13279	3.1328	3.1328	7.65819	3.47221e-05	7.65819	6793
2777	3.13392	3.13393	3.13393	7.65819	3.02694e-05	7.65819	6793
2778	3.13505	3.13505	3.13506	7.65819	2.58166e-05	7.65819	6793
2779	3.13618	3.13618	3.13618	7.65819	2.13637e-05	7.65819	6793
2780	3.13731	3.13731	3.13731	7.65819	1.69109e-05	7.65819	6793
2781	3.13844	3.13844	3.13844	7.65819	1.2458e-05	7.65819	6793
2782	3.13956	3.13956	3.13957	7.65819	8.00507e-06	7.65819	6793
2783	3.14069	3.14069	3.14069	7.65819	3.55216e-06	7.65819	6793
2784	3.14182	3.14182	3.14182	7.65819	-9.0076e-07	7.65819	6793
2785	3.14295	3.14295	3.14295	7.65819	-5.35368e-06	7.65819	6793
2786	3.14408	3.14408	3.14408	7.65819	-9.80659e-06	7.65819	6793
2787	3.14521	3.1452	3.1452	7.65819	-1.42595e-05	7.65819	6793
2788	3.14634	3.14633	3.14633	7.65819	-1.87124e-05	7.65819	6793
2789	3.14746	3.14746	3.14746	7.65819	-2.31652e-05	7.65819	6793
2790	3.14859	3.14859	3.14858	7.65819	-2.7618e-05	7.65819	6793
2791	3.14972	3.14972	3.14971	7.65819	-3.20708e-05	7.65819	6793
2792	3.15085	3.15084	3.15084	7.65819	-3.65236e-05	7.65819	6793
2793	3.15198	3.15197	3.15197	7.65819	-4.09763e-05	7.65819	6793
2794	3.15311	3.1531	3.15309	7.65819	-4.54289e-05	7.65819	6793
2795	3.15423	3.15423	3.15422	7.65819	-4.98815e-05	7.65819	6793
2796	3.15536	3.15536	3.15535	7.65819	-5.43341e-05	7.65819	6793
2797	3.15649	3.15648	3.15648	7.65819	-5.87865e-05	7.65819	6793
2798	3.15762	3.15761	3.1576	7.65819	-6.32389e-05	7.65819	6793
2799	3.15875	3.15874	3.15873	7.65819	-6.76912e-05	7.65819	6793
2800	3.15988	3.15987	3.15986	7.65819	-7.21434e-05	7.65819	6793
2801	3.16101	3.161	3.16099	7.65819	-7.65956e-05	7.65819	6793
2802	3.16213	3.16212	3.16211	7.65819	-8.10476e-05	7.65819	6793
2803	3.16326	3.16325	3.16324	7.65819	-8.54996e-05	7.65819	6793
2804	3.16439	3.16438	3.16437	7.65819	-8.99514e-05	7.65819	6793
2805	3.16552	3.16551	3.1655	7.65819	-9.44031e-05	7.65819	6793
2806	3.16665	3.16664	3.16662	7.65819	-9.88547e-05	7.65819	6793
2807	3.16778	3.16776	3.16775	7.65819	-0.000103306	7.65819	6793
2808	3.16891	3.16889	3.16888	7.65819	-0.000107757	7.65819	6793
2809	3.17003	3.17002	3.17	7.65819	-0.000112209	7.65819	6793
2810	3.17116	3.17115	3.17113	7.65819	-0.00011666	7.65819	6793
2811	3.17229	3.17228	3.17226	7.65819	-0.000121111	7.65819	6793
2812	3.17342	3.1734	3.17339	7.65819	-0.000125561	7.65819	6793
2813	3.17455	3.17453	3.17451	7.65819	-0.000130012	7.65819	6793
2814	3.17568	3.17566	3.17564	7.65819	-0.000134462	7.65819	6793
2815	3.17681	3.17679	3.17677	7.65819	-0.000138913	7.65819	6793
2816	3.17793	3.17792	3.1779	7.65819	-0.000143363	7.65819	6793
2817	3.17906	3.17904	3.17902	7.65819	-0.000147813	7.65819	6793
2818	3.18019	3.18017	3.18015	7.65819	-0.000152262	7.65819	6793
2819	3.18132	3.1813	3.18128	7.65819	-0.000156712	7.65819	6793
2820	3.18245	3.18243	3.18241	7.65819	-0.000161161	7.65819	6793
2821	3.18358	3.18355	3.18353	7.65819	-0.00016561	7.65819	6793
2822	3.1847	3.18468	3.18466	7.65819	-0.000170059	7.65819	6793
2823	3.18583	3.18581	3.18579	7.65819	-0.000174508	7.65819	6793
2824	3.18696	3.18694	3.18692	7.65819	-0.000178956	7.65819	6793
2825	3.18809	3.18807	3.18804	7.65819	-0.000183405	7.65819	6793
2826	3.18922	3.18919	3.18917	7.65819	-0.000187853	7.65819	6793
2827	3.19035	3.19032	3.1903	7.65819	-0.0001923	7.65819	6793
2828	3.19148	3.19145	3.19142	7.65819	-0.000196748	7.65819	6793
2829	3.1926	3.19258	3.19255	7.65819	-0.000201195	7.65819	6793
2830	3.19373	3.19371	3.19368	7.65819	-0.000205642	7.65819	6793
2831	3.19486	3.19483	3.19481	7.6582	-0.000210089	7.6582	6793
2832	3.19599	3.19596	3.19593	7.6582	-0.000214535	7.6582	6792.99
2833	3.19712	3.19709	3.19706	7.6582	-0.000218982	7.6582	6792.99
2834	3.19825	3.19822	3.19819	7.6582	-0.000223428	7.6582	6792.99
2835	3.19938	3.19935	3.19932	7.6582	-0.000227873	7.6582	6792.99
2836	3.2005	3.20047	3.20044	7.6582	-0.000232319	7.6582	6792.99
2837	3.20163	3.2016	3.20157	7.6582	-0.000236764	7.6582	6792.99
2838	3.20276	3.20273	3.2027	7.6582	-0.000241208	7.6582	6792.99
2839	3.20389	3.20386	3.20383	7.6582	-0.000245653	7.6582	6792.99
2840	3.20502	3.20499	3.20495	7.6582	-0.000250097	7.6582	6792.99
2841	3.20615	3.20611	3.20608	7.6582	-0.000254541	7.6582	6792.99
2842	3.20728	3.20724	3.20721	7.6582	-0.000258984	7.6582	6792.99
2843	3.2084	3.20837	3.20834	7.6582	-0.000263428	7.6582	6792.99
2844	3.20953	3.2095	3.20946	7.6582	-0.00026787	7.6582	6792.99
2845	3.21066	3.21063	3.21059	7.6582	-0.000272313	7.6582	6792.99
2846	3.21179	3.21175	3.21172	7.6582	-0.000276755	7.6582	6792.99
2847	3.21292	3.21288	3.21284	7.6582	-0.000281197	7.6582	6792.99
2848	3.21405	3.21401	3.21397	7.6582	-0.000285638	7.6582	6792.99
2849	3.21518	3.21514	3.2151	7.6582	-0.000290079	7.6582	6792.99
2850	3.2163	3.21627	3.21623	7.6582	-0.00029452	7.6582	6792.99
2851	3.21743	3.21739	3.21735	7.6582	-0.00029896	7.6582	6792.99
2852	3.21856	3.21852	3.21848	7.6582	-0.0003034	7.6582	6792.99
2853	3.21969	3.21965	3.21961	7.6582	-0.00030784	7.6582	6792.99
2854	3.22082	3.22078	3.22074	7.6582	-0.000312279	7.6582	6792.99
2855	3.22195	3.22191	3.22186	7.6582	-0.000316718	7.6582	6792.99
2856	3.22307	3.22303	3.22299	7.6582	-0.000321156	7.6582	6792.99
2857	3.2242	3.22416	3.22412	7.6582	-0.000325594	7.6582	6792.99
2858	3.22533	3.22529	3.22525	7.6582	-0.000330032	7.6582	6792.99
2859	3.22646	3.22642	3.22637	7.6582	-0.000334469	7.6582	6792.99
2860	3.22759	3.22754	3.2275	7.6582	-0.000338906	7.6582	6792.99
2861	3.22872	3.22867	3.22863	7.6582	-0.000343342	7.6582	6792.99
2862	3.22985	3.2298	3.22976	7.6582	-0.000347778	7.6582	6792.99
2863	3.23097	3.23093	3.23088	7.65821	-0.000352213	7.65821	6792.99
2864	3.2321	3.23206	3.23201	7.65821	-0.000356648	7.65821	6792.99
2865	3.23323	3.23318	3.23314	7.65821	-0.000361083	7.65821	6792.99
2866	3.23436	3.23431	3.23426	7.65821	-0.000365517	7.65821	6792.98
2867	3.23549	3.23544	3.23539	7.65821	-0.000369951	7.65821	6792.98
2868	3.23662	3.23657	3.23652	7.65821	-0.000374384	7.65821	6792.98
2869	3.23775	3.2377	3.23765	7.65821	-0.000378816	7.65821	6792.98
2870	3.23887	3.23882	3.23877	7.65821	-0.000383249	7.65821	6792.98
2871	3.24	3.23995	3.2399	7.65821	-0.00038768	7.65821	6792.98
2872	3.24113	3.24108	3.24103	7.65821	-0.000392111	7.65821	6792.98
2873	3.24226	3.24221	3.24216	7.65821	-0.000396542	7.65821	6792.98
2874	3.24339	3.24334	3.24328	7.65821	-0.000400972	7.65821	6792.98
2875	3.24452	3.24446	3.24441	7.65821	-0.000405402	7.65821	6792.98
2876	3.24565	3.24559	3.24554	7.65821	-0.000409831	7.65821	6792.98
2877	3.24677	3.24672	3.24667	7.65821	-0.00041426	7.65821	6792.98
2878	3.2479	3.24785	3.24779	7.65821	-0.000418688	7.65821	6792.98
2879	3.24903	3.24898	3.24892	7.65821	-0.000423115	7.65821	6792.98
2880	3.25016	3.2501	3.25005	7.65821	-0.000427543	7.65821	6792.98
2881	3.25129	3.25123	3.25118	7.65821	-0.000431969	7.65821	6792.98
2882	3.25242	3.25236	3.2523	7.65821	-0.000436395	7.65821	6792.98
2883	3.25355	3.25349	3.25343	7.65821	-0.00044082	7.65821	6792.98
2884	3.25467	3.25462	3.25456	7.65821	-0.000445245	7.65821	6792.98
2885	3.2558	3.25574	3.25568	7.65822	-0.00044967	7.65822	6792.98
2886	3.25693	3.25687	3.25681	7.65822	-0.000454093	7.65822	6792.98
2887	3.25806	3.258	3.25794	7.65822	-0.000458516	7.65822	6792.98
2888	3.25919	3.25913	3.25907	7.65822	-0.000462939	7.65822	6792.98
2889	3.26032	3.26026	3.26019	7.65822	-0.000467361	7.65822	6792.98
2890	3.26144	3.26138	3.26132	7.65822	-0.000471782	7.65822	6792.97
2891	3.26257	3.26251	3.26245	7.65822	-0.000476203	7.65822	6792.97
2892	3.2637	3.26364	3.26358	7.65822	-0.000480623	7.65822	6792.97
2893	3.26483	3.26477	3.2647	7.65822	-0.000485043	7.65822	6792.97
2894	3.26596	3.2659	3.26583	7.65822	-0.000489462	7.65822	6792.97
2895	3.26709	3.26702	3.26696	7.65822	-0.00049388	7.65822	6792.97
2896	3.26822	3.26815	3.26809	7.65822	-0.000498298	7.65822	6792.97
2897	3.26934	3.26928	3.26921	7.65822	-0.000502715	7.65822	6792.97
2898	3.27047	3.27041	3.27034	7.65822	-0.000507131	7.65822	6792.97
2899	3.2716	3.27153	3.27147	7.65822	-0.000511547	7.65822	6792.97
2900	3.27273	3.27266	3.2726	7.65822	-0.000515962	7.65822	6792.97
2901	3.27386	3.27379	3.27372	7.65822	-0.000520377	7.65822	6792.97
2902	3.27499	3.27492	3.27485	7.65822	-0.00052479	7.65822	6792.97
2903	3.27612	3.27605	3.27598	7.65823	-0.000529204	7.65823	6792.97
2904	3.27724	3.27717	3.2771	7.65823	-0.000533616	7.65823	6792.97
2905	3.27837	3.2783	3.27823	7.65823	-0.000538028	7.65823	6792.97
2906	3.2795	3.27943	3.27936	7.65823	-0.000542439	7.65823	6792.97
2907	3.28063	3.28056	3.28049	7.65823	-0.000546849	7.65823	6792.97
2908	3.28176	3.28169	3.28161	7.65823	-0.000551259	7.65823	6792.97
2909	3.28289	3.28281	3.28274	7.65823	-0.000555668	7.65823	6792.97
2910	3.28402	3.28394	3.28387	7.65823	-0.000560076	7.65823	6792.96
2911	3.28514	3.28507	3.285	7.65823	-0.000564484	7.65823	6792.96
2912	3.28627	3.2862	3.28612	7.65823	-0.000568891	7.65823	6792.96
2913	3.2874	3.28733	3.28725	7.65823	-0.000573297	7.65823	6792.96
2914	3.28853	3.28845	3.28838	7.65823	-0.000577703	7.65823	6792.96
2915	3.28966	3.28958	3.28951	7.65823	-0.000582107	7.65823	6792.96
2916	3.29079	3.29071	3.29063	7.65823	-0.000586511	7.65823	6792.96
2917	3.29192	3.29184	3.29176	7.65823	-0.000590915	7.65823	6792.96
2918	3.29304	3.29297	3.29289	7.65823	-0.000595317	7.65823	6792.96
2919	3.29417	3.29409	3.29402	7.65824	-0.000599719	7.65824	6792.96
2920	3.2953	3.29522	3.29514	7.65824	-0.00060412	7.65824	6792.96
2921	3.29643	3.29635	3.29627	7.65824	-0.00060852	7.65824	6792.96
2922	3.29756	3.29748	3.2974	7.65824	-0.000612919	7.65824	6792.96
2923	3.29869	3.29861	3.29853	7.65824	-0.000617318	7.65824	6792.96
2924	3.29981	3.29973	3.29965	7.65824	-0.000621716	7.65824	6792.96
2925	3.30094	3.30086	3.30078	7.65824	-0.000626113	7.65824	6792.96
2926	3.30207	3.30199	3.30191	7.65824	-0.000630509	7.65824	6792.96
2927	3.3032	3.30312	3.30303	7.65824	-0.000634905	7.65824	6792.95
